movieId,title,genres,average_rating
44,Mortal Kombat ,Action|Adventure|Fantasy,5.30725369227893
45,To Die For ,Comedy|Drama|Thriller,6.767965077233042
46,How to Make an American Quilt ,Drama|Romance,6.54772301933874
47,Seven  ,Mystery|Thriller,8.106797687861272
48,Pocahontas ,Animation|Children|Drama|Musical|Romance,5.891775887177129
49,When Night Is Falling ,Drama|Romance,7.139240506329114
50,"Usual Suspects, The ",Crime|Mystery|Thriller,8.668560001701874
51,Guardian Angel ,Action|Drama|Thriller,4.928571428571429
52,Mighty Aphrodite ,Comedy|Drama|Romance,7.0815363158459395
53,Lamerica ,Adventure|Drama,7.344370860927152
54,"Big Green, The ",Children|Comedy,5.703239289446186
55,Georgia ,Drama,6.475531914893617
56,Kids of the Round Table ,Adventure|Children|Fantasy,3.6901408450704225
57,Home for the Holidays ,Drama,6.646311475409836
58,"Postman, The  ",Comedy|Drama|Romance,7.956103896103896
59,"Confessional, The  ",Drama|Mystery,7.083333333333333
60,"Indian in the Cupboard, The ",Adventure|Children|Fantasy,6.227906240101362
61,Eye for an Eye ,Drama|Thriller,6.643295354951797
62,Mr. Holland's Opus ,Drama,7.4632648849447945
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,Comedy|Crime,6.130620985010706
64,Two if by Sea ,Comedy|Romance,5.6569238140872065
65,Bio-Dome ,Comedy,4.7874614594039056
66,Lawnmower Man 2: Beyond Cyberspace ,Action|Sci-Fi|Thriller,4.286677908937605
67,Two Bits ,Drama,6.6608187134502925
68,French Twist  ,Comedy|Romance,6.868442292171106
69,Friday ,Comedy,7.119608300303101
70,From Dusk Till Dawn ,Action|Comedy|Horror|Thriller,6.554393140879415
71,Fair Game ,Action,4.70679012345679
72,Kicking and Screaming ,Comedy|Drama,6.999187652315191
73,"Misérables, Les ",Drama|War,7.610960757780785
74,Bed of Roses ,Drama|Romance,6.602560455192034
75,Big Bully ,Comedy|Drama,4.915921288014311
76,Screamers ,Action|Sci-Fi|Thriller,6.016267376515824
77,Nico Icon ,Documentary,6.828828828828829
78,"Crossing Guard, The ",Action|Crime|Drama|Thriller,6.356153219233904
79,"Juror, The ",Drama|Thriller,6.2559609826589595
80,"White Balloon, The  ",Children|Drama,7.435763888888889
81,Things to Do in Denver When You're Dead ,Crime|Drama|Romance,6.5327102803738315
82,Antonia's Line  ,Comedy|Drama,8.006695549428908
83,Once Upon a Time... When We Were Colored ,Drama|Romance,7.294117647058823
84,Last Summer in the Hamptons ,Comedy|Drama,6.7924528301886795
85,Angels and Insects ,Drama|Romance,7.0596685082872925
86,White Squall ,Action|Adventure|Drama,6.965189139011372
87,Dunston Checks In ,Children|Comedy,4.714431934493347
88,Black Sheep ,Comedy,6.213977389516958
89,Nick of Time ,Action|Thriller,6.277709359605911
90,"Journey of August King, The ",Drama,6.683720930232558
92,Mary Reilly ,Drama|Horror|Thriller,5.705729166666667
93,Vampire in Brooklyn ,Comedy|Horror|Romance,5.054905948144382
94,Beautiful Girls ,Comedy|Drama|Romance,7.052096254031258
95,Broken Arrow ,Action|Adventure|Thriller,6.189007011988238
96,In the Bleak Midwinter ,Comedy|Drama,7.359504132231405
97,Hate  ,Crime|Drama,7.9887983706720975
98,Shopping ,Action|Thriller,4.914634146341464
99,Heidi Fleiss: Hollywood Madam ,Documentary,6.202200825309491
100,City Hall ,Drama|Thriller,6.441205053449951
101,Bottle Rocket ,Adventure|Comedy|Crime|Romance,7.57083042568039
102,Mr. Wrong ,Comedy,4.856497742097341
103,Unforgettable ,Mystery|Sci-Fi|Thriller,6.532627865961199
104,Happy Gilmore ,Comedy,6.833779861576245
105,"Bridges of Madison County, The ",Drama|Romance,6.651907286144891
106,Nobody Loves Me  ,Comedy|Drama,6.837037037037037
107,Muppet Treasure Island ,Adventure|Children|Comedy|Musical,6.429669123412263
108,Catwalk ,Documentary,6.134920634920635
109,Headless Body in Topless Bar ,Comedy|Drama|Thriller,3.8823529411764706
110,Braveheart ,Action|Drama|War,8.084917240096708
111,Taxi Driver ,Crime|Drama|Thriller,8.22081529286823
112,Rumble in the Bronx  ,Action|Adventure|Comedy|Crime,6.8245732066268605
113,Before and After ,Drama|Mystery,6.2128440366972475
114,Margaret's Museum ,Drama,7.209677419354839
115,Happiness Is in the Field  ,Comedy,6.641025641025641
116,Anne Frank Remembered ,Documentary,7.866315789473684
117,"Young Poisoner's Handbook, The ",Crime|Drama,7.173122529644269
118,If Lucy Fell ,Comedy|Romance,6.016710642040457
119,"Steal Big, Steal Little ",Comedy,5.524528301886792
120,Race the Sun ,Adventure|Comedy|Drama,5.722972972972973
121,"Boys of St. Vincent, The ",Drama,7.497613365155131
122,Boomerang ,Comedy|Romance,5.7338647467215225
123,Chungking Express  ,Drama|Mystery|Romance,7.935064935064935
124,"Star Maker, The  ",Drama,6.975
125,Flirting With Disaster ,Comedy,7.509235578289287
126,"NeverEnding Story III, The ",Adventure|Children|Fantasy,4.620915032679738
127,"Silences of the Palace, The  ",Drama,6.357142857142857
128,Jupiter's Wife ,Documentary,6.907894736842105
129,Pie in the Sky ,Comedy|Romance,6.293193717277487
130,Angela ,Drama,6.075
131,Frankie Starlight ,Drama|Romance,6.5487179487179485
132,Jade ,Thriller,5.543785310734464
133,Nueba Yol ,Comedy|Drama,4.95
134,Sonic Outlaws ,Documentary,7.108108108108108
135,Down Periscope ,Comedy,5.995084046939422
136,From the Journals of Jean Seberg ,Documentary,7.029126213592233
137,Man of the Year ,Documentary,6.541850220264317
138,"Neon Bible, The ",Drama,6.521739130434782
139,Target ,Action|Drama,6.0
140,Up Close and Personal ,Drama|Romance,6.586322428064643
141,"Birdcage, The ",Comedy,7.024113346351211
142,Shadows  ,Drama,5.976190476190476
143,Gospa ,Drama,4.0
144,"Brothers McMullen, The ",Comedy,6.952729693741678
145,Bad Boys ,Action|Comedy|Crime|Drama|Thriller,6.501002004008016
146,"Amazing Panda Adventure, The ",Adventure|Children,5.814113597246127
147,"Basketball Diaries, The ",Drama,7.164117504248604
148,"Awfully Big Adventure, An ",Drama,5.762569832402234
149,Amateur ,Crime|Drama|Thriller,7.381868131868132
150,Apollo 13 ,Adventure|Drama|IMAX,7.737033781238226
151,Rob Roy ,Action|Drama|Romance|War,7.077514464611239
152,"Addiction, The ",Drama|Horror,6.199386503067485
153,Batman Forever ,Action|Adventure|Comedy|Crime,5.789278325422904
154,Beauty of the Day  ,Drama,7.60146130853537
155,Beyond Rangoon ,Adventure|Drama|War,6.810493343774471
156,Blue in the Face ,Comedy|Drama,7.0516826923076925
157,Canadian Bacon ,Comedy|War,5.56719291490181
158,Casper ,Adventure|Children,5.86353556153968
159,Clockers ,Crime|Drama|Mystery,6.831009716941276
160,Congo ,Action|Adventure|Mystery|Sci-Fi,5.209140718962983
161,Crimson Tide ,Drama|Thriller|War,7.488086673155868
162,Crumb ,Documentary,8.01851234156104
163,Desperado ,Action|Romance|Western,6.8903086161150675
164,Devil in a Blue Dress ,Crime|Film-Noir|Mystery|Thriller,6.92560865644725
165,Die Hard: With a Vengeance ,Action|Crime|Thriller,6.977843905600896
166,"Doom Generation, The ",Comedy|Crime|Drama,5.566820276497696
167,Feast of July ,Drama,6.25
168,First Knight ,Action|Drama|Romance,6.16888705006206
169,Free Willy 2: The Adventure Home ,Adventure|Children|Drama,4.565942244715689
170,Hackers ,Action|Adventure|Crime|Thriller,6.394362620619604
171,Jeffrey ,Comedy|Drama,7.200980392156863
172,Johnny Mnemonic ,Action|Sci-Fi|Thriller,5.464783190367514
173,Judge Dredd ,Action|Crime|Sci-Fi,5.076230492196879
174,Jury Duty ,Comedy,4.90964705882353
175,Kids ,Drama,7.0137442732194915
176,Living in Oblivion ,Comedy,7.70600676818951
177,Lord of Illusions ,Horror,5.769330453563715
178,Love & Human Remains ,Comedy|Drama,6.7624750499002
179,Mad Love ,Drama|Romance,5.496747967479675
180,Mallrats ,Comedy|Romance,7.1736698012141416
181,Mighty Morphin Power Rangers: The Movie ,Action|Children,3.856551204819277
182,Moonlight and Valentino ,Drama|Romance,6.174785100286533
183,Mute Witness ,Comedy|Horror|Thriller,6.71869918699187
184,Nadja ,Drama,6.188449848024316
185,"Net, The ",Action|Crime|Thriller,6.220601974085056
186,Nine Months ,Comedy|Romance,5.782945736434108
187,Party Girl ,Comedy,6.8951271186440675
188,"Prophecy, The ",Fantasy|Horror|Mystery,6.6822729091636655
189,Reckless ,Comedy|Fantasy,5.985163204747774
190,Safe ,Thriller,7.124869927159209
191,"Scarlet Letter, The ",Drama|Romance,5.348948948948949
192,"Show, The ",Documentary,5.975609756097561
193,Showgirls ,Drama,4.467515070328198
194,Smoke ,Comedy|Drama,7.698046480296396
195,Something to Talk About ,Comedy|Drama|Romance,6.176996608078939
196,Species ,Horror|Sci-Fi,5.700124734023039
197,"Stars Fell on Henrietta, The ",Drama,6.081081081081081
198,Strange Days ,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,6.833442694663167
199,"Umbrellas of Cherbourg, The  ",Drama|Musical|Romance,7.562294001318391
200,"Tie That Binds, The ",Thriller,5.655882352941177
201,Three Wishes ,Drama|Fantasy,6.038251366120218
202,Total Eclipse ,Drama|Romance,5.9512820512820515
203,"To Wong Foo, Thanks for Everything! Julie Newmar ",Comedy,6.293738489871086
204,Under Siege 2: Dark Territory ,Action,5.897552783109405
205,Unstrung Heroes ,Comedy|Drama,7.0265486725663715
206,Unzipped ,Documentary,6.94995187680462
207,"Walk in the Clouds, A ",Drama|Romance,6.741828254847645
208,Waterworld ,Action|Adventure|Sci-Fi,5.703989055299539
209,White Man's Burden ,Drama,5.663538873994638
210,Wild Bill ,Western,5.766045548654244
211,"Browning Version, The ",Drama,7.179310344827586
212,Bushwhacked ,Adventure|Comedy|Crime|Mystery,5.145089285714286
213,Burnt by the Sun  ,Drama,8.07261078483716
214,Before the Rain  ,Drama|War,8.085896076352068
215,Before Sunrise ,Drama|Romance,7.676388109927089
216,Billy Madison ,Comedy,6.519653720168461
217,"Babysitter, The ",Drama|Thriller,5.455172413793103
218,Boys on the Side ,Comedy|Drama,6.585314191574488
219,"Cure, The ",Drama,7.238170347003154
220,Castle Freak ,Horror,4.786231884057971
222,Circle of Friends ,Drama|Romance,7.073211593231697
223,Clerks ,Comedy,7.738774476704929
224,Don Juan DeMarco ,Comedy|Drama|Romance,6.88837100908879
225,Disclosure ,Drama|Thriller,6.576087814893785
226,Dream Man ,Thriller,5.545454545454546
227,Drop Zone ,Action|Thriller,6.136177547942254
228,Destiny Turns on the Radio ,Comedy,5.36344537815126
229,Death and the Maiden ,Drama|Thriller,7.1226842321943185
230,Dolores Claiborne ,Drama|Thriller,7.181331503088538
231,Dumb & Dumber  ,Adventure|Comedy,5.9047559683351
232,Eat Drink Man Woman  ,Comedy|Drama|Romance,8.069907332141115
233,Exotica ,Drama,7.0454153492382865
234,Exit to Eden ,Comedy,5.3577981651376145
235,Ed Wood ,Comedy|Drama,7.326857490864799
236,French Kiss ,Action|Comedy|Romance,6.630157170923379
237,Forget Paris ,Comedy|Romance,6.4480772224817064
238,Far From Home: The Adventures of Yellow Dog ,Adventure|Children,6.3305389221556885
239,"Goofy Movie, A ",Animation|Children|Comedy|Romance,6.107581000314564
240,Hideaway ,Thriller,5.812649164677804
241,Fluke ,Children|Drama,6.053285968028419
242,Farinelli: il castrato ,Drama|Musical,6.7669452181987
243,Gordy ,Children|Comedy|Fantasy,5.05
244,Gumby: The Movie ,Animation|Children,4.744755244755245
245,"Glass Shield, The ",Crime|Drama,5.9296875
246,Hoop Dreams ,Documentary,8.085018690692994
247,Heavenly Creatures ,Crime|Drama,7.6799010674303565
248,Houseguest ,Comedy,6.0493358633776095
249,Immortal Beloved ,Drama|Romance,7.362754998990103
250,Heavyweights  ,Children|Comedy,5.964165733482643
251,"Hunted, The ",Action,6.084832904884319
252,I.Q. ,Comedy|Romance,6.444764267990075
253,Interview with the Vampire: The Vampire Chronicles ,Drama|Horror,6.993035655990424
254,Jefferson in Paris ,Drama,5.777777777777778
255,"Jerky Boys, The ",Comedy,4.5711645101663585
256,Junior ,Comedy|Sci-Fi,5.455868971792539
257,Just Cause ,Mystery|Thriller,6.823976915005247
258,"Kid in King Arthur's Court, A ",Adventure|Children|Comedy|Fantasy|Romance,5.290473407364114
259,Kiss of Death ,Crime|Drama|Thriller,6.14822233350025
260,Star Wars: Episode IV - A New Hope ,Action|Adventure|Sci-Fi,8.381190026237087
261,Little Women ,Drama,7.257137345679013
262,"Little Princess, A ",Children|Drama,7.550260787102892
263,Ladybird Ladybird ,Drama,7.444444444444445
264,"Enfer, L' ",Drama,6.65
265,Like Water for Chocolate  ,Drama|Fantasy|Romance,7.853874415497662
266,Legends of the Fall ,Drama|Romance|War|Western,6.992085085332674
267,Major Payne ,Comedy,5.755338781966781
268,Little Odessa ,Crime|Drama,6.604938271604938
269,My Crazy Life  ,Drama,6.94342762063228
270,Love Affair ,Drama|Romance,6.342705167173253
271,Losing Isaiah ,Drama,6.655802861685214
272,"Madness of King George, The ",Comedy|Drama,7.502540650406504
273,Mary Shelley's Frankenstein  ,Drama|Horror|Sci-Fi,6.269225589225589
274,Man of the House ,Comedy,5.737732656514383
275,Mixed Nuts ,Comedy,5.4460063897763575
276,Milk Money ,Comedy|Romance,5.9714285714285715
277,Miracle on 34th Street ,Drama,6.845968712394705
278,Miami Rhapsody ,Comedy,6.037996545768567
279,My Family ,Drama,7.391675560298826
280,Murder in the First ,Drama|Thriller,7.449951028403526
281,Nobody's Fool ,Comedy|Drama|Romance,7.339090678181356
282,Nell ,Drama,6.841333333333333
283,New Jersey Drive ,Crime|Drama,6.133047210300429
284,New York Cop  ,Action|Crime,5.621621621621622
285,Beyond Bedlam ,Drama|Horror,4.609195402298851
286,Nemesis 2: Nebula ,Action|Sci-Fi|Thriller,4.045454545454546
287,Nina Takes a Lover ,Comedy|Romance,6.46969696969697
288,Natural Born Killers ,Action|Crime|Thriller,6.4604209902164245
289,Only You ,Comedy|Romance,6.689946758534294
290,Once Were Warriors ,Crime|Drama,7.988622310165718
291,Poison Ivy II ,Drama|Thriller,4.546423135464232
292,Outbreak ,Action|Drama|Sci-Fi|Thriller,6.828475635310702
293,Léon: The Professional   ,Action|Crime|Drama|Thriller,8.100833171865917
294,"Perez Family, The ",Comedy|Romance,6.345070422535211
295,"Pyromaniac's Love Story, A ",Comedy|Romance,5.582978723404255
296,Pulp Fiction ,Comedy|Crime|Drama|Thriller,8.348338310231611
297,Panther ,Drama,6.205992509363296
298,Pushing Hands  ,Drama,6.979591836734694
299,Priest ,Drama,7.4548915112295395
300,Quiz Show ,Drama,7.33302591981361
301,Picture Bride  ,Drama|Romance,7.040425531914893
302,Queen Margot  ,Drama|Romance,7.49520766773163
303,"Quick and the Dead, The ",Action|Thriller|Western,6.079470198675497
304,Roommates ,Comedy|Drama,6.388965517241379
305,Ready to Wear  ,Comedy,5.410495626822158
306,Three Colors: Red  ,Drama,8.177995312284573
307,Three Colors: Blue  ,Drama,7.9851729818780885
308,Three Colors: White  ,Comedy|Drama,7.824985496035583
309,"Red Firecracker, Green Firecracker  ",Drama,7.256521739130434
310,Rent-a-Kid ,Comedy,5.512195121951219
311,Relative Fear ,Horror|Thriller,5.2560975609756095
312,Stuart Saves His Family ,Comedy,5.2368024132730016
313,"Swan Princess, The ",Animation|Children,6.042589437819421
314,"Secret of Roan Inish, The ",Children|Drama|Fantasy|Mystery,7.696242424242424
315,"Specialist, The ",Action|Drama|Thriller,5.80358262427228
316,Stargate ,Action|Adventure|Sci-Fi,6.708238993710692
317,"Santa Clause, The ",Comedy|Drama|Fantasy,6.291769649036085
318,"Shawshank Redemption, The ",Crime|Drama,8.893840642605772
319,Shallow Grave ,Comedy|Drama|Thriller,7.567887480852249
320,Suture ,Film-Noir|Thriller,6.478125
321,Strawberry and Chocolate  ,Drama,7.515709642470206
322,Swimming with Sharks ,Comedy|Drama,7.392032139270171
324,"Sum of Us, The ",Comedy|Drama,7.357446808510638
325,National Lampoon's Senior Trip ,Comedy,5.2873674059787845
326,To Live  ,Drama,8.15592203898051
327,Tank Girl ,Action|Comedy|Sci-Fi,5.611871508379888
328,Tales from the Crypt Presents: Demon Knight ,Horror|Thriller,6.303542009884679
329,Star Trek: Generations ,Adventure|Drama|Sci-Fi,6.659003976519599
330,Tales from the Hood ,Action|Crime|Horror,5.61288223812622
331,Tom & Viv ,Drama,6.558928571428571
332,Village of the Damned ,Horror|Sci-Fi,5.5191754554170664
333,Tommy Boy ,Comedy,6.69634224208702
334,Vanya on 42nd Street ,Drama,7.63392312385601
335,Underneath ,Mystery|Thriller,6.510050251256281
336,"Walking Dead, The ",Drama|War,5.6824324324324325
337,What's Eating Gilbert Grape ,Drama,7.511240353428028
338,Virtuosity ,Action|Sci-Fi|Thriller,5.988179669030733
339,While You Were Sleeping ,Comedy|Romance,7.000387680379065
340,"War, The ",Adventure|Drama|War,6.7459128065395095
341,Double Happiness ,Drama,7.169576059850374
342,Muriel's Wedding ,Comedy,7.019331109400394
343,"Baby-Sitters Club, The ",Children,5.286631016042781
344,Ace Ventura: Pet Detective ,Comedy,5.964527689852722
345,"Adventures of Priscilla, Queen of the Desert, The ",Comedy|Drama,7.298458256569378
346,Backbeat ,Drama|Musical,6.852212389380531
347,Bitter Moon ,Drama|Film-Noir|Romance,6.819831497083603
348,Bullets Over Broadway ,Comedy,7.400547331757681
349,Clear and Present Danger ,Action|Crime|Drama|Thriller,7.320370620857568
350,"Client, The ",Drama|Mystery|Thriller,6.9343817102437795
351,"Corrina, Corrina ",Comedy|Drama|Romance,6.607688113413304
352,Crooklyn ,Comedy|Drama,6.5148809523809526
353,"Crow, The ",Action|Crime|Fantasy|Thriller,7.026747352496218
354,Cobb ,Drama,6.310177705977383
355,"Flintstones, The ",Children|Comedy|Fantasy,4.866498993963782
356,Forrest Gump ,Comedy|Drama|Romance|War,8.057878590966103
357,Four Weddings and a Funeral ,Comedy|Romance,7.3019494584837545
358,Higher Learning ,Drama,6.496042216358839
359,I Like It Like That ,Comedy|Drama|Romance,6.561151079136691
360,I Love Trouble ,Action|Comedy,5.4647954329210275
361,It Could Happen to You ,Comedy|Drama|Romance,6.674809771726071
362,"Jungle Book, The ",Adventure|Children|Romance,6.793446920052425
363,"Wonderful, Horrible Life of Leni Riefenstahl, The  ",Documentary,7.975155279503106
364,"Lion King, The ",Adventure|Animation|Children|Drama|Musical|IMAX,7.55798625359048
365,Little Buddha ,Drama,6.350492880613363
366,Wes Craven's New Nightmare  ,Drama|Horror|Mystery|Thriller,5.910232027386839
367,"Mask, The ",Action|Comedy|Crime|Fantasy,6.349251126944889
368,Maverick ,Adventure|Comedy|Western,6.821074840297721
369,Mrs. Parker and the Vicious Circle ,Drama,6.624442462087422
370,Naked Gun 33 1/3: The Final Insult ,Action|Comedy,5.910601598653765
371,"Paper, The ",Comedy|Drama,6.515762633286973
372,Reality Bites ,Comedy|Drama|Romance,6.503307951566596
373,Red Rock West ,Thriller,7.561791383219955
374,Richie Rich ,Children|Comedy,4.84857027788965
375,Safe Passage ,Drama,6.517647058823529
376,"River Wild, The ",Action|Thriller,6.562638335546702
377,Speed ,Action|Romance|Thriller,6.98623775954575
378,Speechless ,Comedy|Romance,6.25138711054204
379,Timecop ,Action|Sci-Fi|Thriller,5.446170718333029
380,True Lies ,Action|Adventure|Comedy|Romance|Thriller,6.982136237256719
381,When a Man Loves a Woman ,Drama|Romance,6.8071457572066585
382,Wolf ,Drama|Horror|Romance|Thriller,6.070110701107011
383,Wyatt Earp ,Western,6.389375248706725
384,Bad Company ,Action|Crime|Drama,5.944300518134715
385,"Man of No Importance, A ",Drama,7.0852713178294575
386,S.F.W. ,Drama,5.622905027932961
387,"Low Down Dirty Shame, A ",Action|Comedy,5.3247863247863245
388,Boys Life ,Drama,7.096014492753623
389,"Colonel Chabert, Le ",Drama|Romance|War,6.9405940594059405
390,Faster Pussycat! Kill! Kill! ,Action|Crime|Drama,6.852760736196319
391,Jason's Lyric ,Crime|Drama,6.3014018691588785
392,"Secret Adventures of Tom Thumb, The ",Adventure|Animation,6.601449275362318
393,Street Fighter ,Action|Adventure|Fantasy,3.732615083251714
394,Coldblooded ,Comedy,6.616541353383458
395,Desert Winds ,Drama|Fantasy|Romance,5.714285714285714
396,Fall Time ,Drama,4.814814814814815
397,"Fear, The ",Horror,4.32258064516129
398,Frank and Ollie ,Documentary,6.634615384615385
399,Girl in the Cadillac ,Drama,4.090909090909091
400,Homage ,Drama,4.862068965517241
401,Mirage ,Action|Thriller,6.15
402,Open Season ,Comedy,5.754098360655738
403,Two Crimes  ,Comedy|Crime|Drama,3.4285714285714284
404,Brother Minister: The Assassination of Malcolm X ,Documentary,6.512195121951219
405,Highlander III: The Sorcerer  ,Action|Fantasy,4.89873417721519
406,Federal Hill ,Drama,6.074626865671642
407,In the Mouth of Madness ,Horror|Thriller,6.286507495835647
408,8 Seconds ,Drama,6.467075038284839
409,Above the Rim ,Crime|Drama,6.032407407407407
410,Addams Family Values ,Children|Comedy|Fantasy,5.983833718244804
411,Martin Lawrence: You So Crazy ,Comedy|Documentary,5.5
412,"Age of Innocence, The ",Drama,7.134896063688633
413,Airheads ,Comedy,5.595643629217164
414,"Air Up There, The ",Comedy,5.241339491916859
415,Another Stakeout ,Comedy|Thriller,5.637663144810441
416,Bad Girls ,Western,5.407887323943662
417,Barcelona ,Comedy|Romance,7.030284675953967
418,Being Human ,Drama,5.403790087463557
419,"Beverly Hillbillies, The ",Comedy,4.98481179837112
420,Beverly Hills Cop III ,Action|Comedy|Crime|Thriller,5.499363910277871
421,Black Beauty ,Adventure|Children|Drama,6.612921669525443
422,Blink ,Thriller,6.477707006369426
423,Blown Away ,Action|Thriller,6.013449023861171
424,Blue Chips ,Drama,5.421265141318977
425,Blue Sky ,Drama|Romance,6.951302378255946
426,Body Snatchers ,Horror|Sci-Fi|Thriller,6.225037707390649
427,Boxing Helena ,Drama|Mystery|Romance|Thriller,5.080692488262911
428,"Bronx Tale, A ",Drama,7.63760162601626
429,Cabin Boy ,Comedy,4.717654986522911
430,Calendar Girl ,Comedy|Drama,4.636363636363637
431,Carlito's Way ,Crime|Drama,7.389292500279423
432,City Slickers II: The Legend of Curly's Gold ,Adventure|Comedy|Western,5.470514820592824
433,Clean Slate ,Comedy,5.843121480289622
434,Cliffhanger ,Action|Adventure|Thriller,6.114430054929634
435,Coneheads ,Comedy|Sci-Fi,5.186745255894192
436,Color of Night ,Drama|Thriller,5.210483870967742
437,Cops and Robbersons ,Comedy,5.2293028322440085
438,"Cowboy Way, The ",Action|Comedy|Drama,5.418957345971564
439,Dangerous Game ,Drama,5.037037037037037
440,Dave ,Comedy|Romance,7.207586278370815
441,Dazed and Confused ,Comedy,7.369586859133897
442,Demolition Man ,Action|Adventure|Sci-Fi,6.08690190080839
443,"Endless Summer 2, The ",Adventure|Documentary,6.6853741496598635
444,Even Cowgirls Get the Blues ,Comedy|Romance,4.841538461538462
445,Fatal Instinct ,Comedy,5.7697993664202745
446,Farewell My Concubine  ,Drama|Romance,7.7855049293898215
447,"Favor, The ",Comedy|Romance,4.991071428571429
448,Fearless ,Drama,7.120106171201062
449,Fear of a Black Hat ,Comedy,6.937226277372263
450,With Honors ,Comedy|Drama,6.717318059299191
451,Flesh and Bone ,Drama|Mystery|Romance,6.117739403453689
452,Widows' Peak ,Drama,7.114522821576763
453,For Love or Money ,Comedy|Romance,6.214592274678112
454,"Firm, The ",Drama|Thriller,6.99050214091086
455,Free Willy ,Adventure|Children|Drama,5.246273953158268
456,Fresh ,Crime|Drama|Thriller,7.674892703862661
457,"Fugitive, The ",Thriller,7.971219394134969
458,Geronimo: An American Legend ,Drama|Western,6.316587677725119
459,"Getaway, The ",Action|Adventure|Crime|Drama|Romance|Thriller,5.53713768115942
460,Getting Even with Dad ,Comedy,4.863238512035011
461,Go Fish ,Drama|Romance,6.683977900552486
462,"Good Man in Africa, A ",Action|Adventure,5.205882352941177
463,Guilty as Sin ,Crime|Drama|Thriller,5.586374695863747
464,Hard Target ,Action|Adventure|Crime|Thriller,5.844444444444444
465,Heaven & Earth ,Action|Drama|War,6.526243093922652
466,Hot Shots! Part Deux ,Action|Comedy|War,5.828575654488981
467,Live Nude Girls ,Comedy,6.757412398921833
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The ",Comedy|Romance,6.635683179096353
469,"House of the Spirits, The ",Drama|Romance,6.540625
470,House Party 3 ,Comedy,4.269396551724138
471,"Hudsucker Proxy, The ",Comedy,7.327713195492058
472,I'll Do Anything ,Comedy|Drama,5.770491803278689
473,In the Army Now ,Comedy|War,4.610989010989011
474,In the Line of Fire ,Action|Thriller,7.464617508095769
475,In the Name of the Father ,Drama,7.849735799207398
476,"Inkwell, The ",Comedy|Drama,6.004347826086956
477,What's Love Got to Do with It? ,Drama|Musical,7.097023153252481
478,Jimmy Hollywood ,Comedy|Crime|Drama,4.838129496402877
479,Judgment Night ,Action|Crime|Thriller,5.836718115353372
480,Jurassic Park ,Action|Adventure|Sci-Fi|Thriller,7.329358965771317
481,Kalifornia ,Drama|Thriller,6.666293601939937
482,Killing Zoe ,Crime|Drama|Thriller,6.860875966139124
483,King of the Hill ,Drama,7.568027210884353
484,Lassie ,Adventure|Children,5.5929078014184395
